time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),HR ,SpO2 ,CO2 - ET ,TV - TV - 61664 ,TV - TV - 61665 ,MINVOL - MINVOL - 20812 ,MINVOL - MINVOL - 20816 ,O2 - INSP ,O2 - ET ,end challenge
492.8,157,5,1.020874926,-1.227086638,0.14192051,-0.206211712,0.955846776,-1.177640609,0.112570292,-0.221793833,1.193318033,-1.090730174,0.124043438,0.102587859,1.095739495,-1.055735268,0.109510563,0.040004227,1.628911019,-0.662725812,-0.009927729,0.966185208,1.168162528,-0.381519952,-0.042689346,0.786642576,130.3712095,128.1094098,258.4806194,0.502533396,2.247961563,2.133487385,2.284048207,2.151474764,2.291636831,1.54968248,8.253666882,6.237069157,7.204039446,7.024579742,12.33521306,10.19823268,9.559983493,9.933613692,0.135719045,0.196763381,0.138220737,0.151408728,30.14103235,29.00011176,59.14114411,50.46318123,8.637353626,-5.87016742,2.767186206,496,83.54722303,91.82892563,100.4866864,7.525641879,5.225218377,17.33265793,15.93606655,7.213133074,5.472381547,75.78540262,76.69418477,100.0004465,6.818969808,1712.195128,1695.677936,14.76578044,15.06277003,15.99898505,15.99870178,
496,158,5,0.981734654,-1.274397321,0.180716018,-0.292662666,0.919737097,-1.229544841,0.153676529,-0.309807743,1.179226315,-1.170082035,0.149130201,0.00914428,1.086725868,-1.136580565,0.134932872,-0.049854697,1.662333938,-0.776285518,0.028849992,0.88604842,1.182098427,-0.55886597,0.036282501,0.623232457,129.7130044,128.6063065,258.3193109,0.500433228,2.256131975,2.149281938,2.34930835,2.223306432,2.438619456,1.740964397,8.248626679,6.221377683,7.230454647,6.961143649,12.38300043,10.2040103,9.623337918,9.829716177,0.137072575,0.19807953,0.138235076,0.152530111,30.22505011,29.27552961,59.50057972,50.37133749,8.721371383,-5.594749571,3.126621812,499.2,84.81381651,91.5890097,100.1913618,7.58453818,5.294781009,17.30640375,15.93781178,7.294831094,5.453642251,76.75625448,78.64343098,99.99997867,6.744706769,1667.635882,1627.365142,14.71716069,15.08570367,16.11146323,16.11082866,
499.2,159,5,0.890776442,-1.266769753,0.163980634,-0.375993312,0.877346112,-1.268038733,0.157622124,-0.390692621,1.045425397,-1.120195037,0.113896682,-0.07476964,1.02330928,-1.121848663,0.109490193,-0.098539383,1.535465752,-0.840358253,0.076594241,0.695107499,1.113316376,-0.622341328,0.052836756,0.490975049,129.607041,128.1415745,257.7486156,0.501060942,2.157546195,2.145384844,2.165620434,2.145157944,2.375824005,1.735657704,7.728406702,6.114619685,7.408441885,6.724669264,11.65129388,10.0674817,9.828988396,9.504939034,0.147323538,0.202310837,0.134559456,0.157714296,29.35596299,31.10897694,60.46493993,48.15373301,7.852284263,-3.76130224,4.090982023,502.4,87.10497276,93.11269689,99.80922724,7.72879434,5.34716964,17.30440474,15.93859562,7.36253764,5.442217217,80.43553592,79.98021527,99.99976198,6.75001261,1596.125578,1562.695611,14.58831126,15.01618314,16.33940413,16.33949295,
502.4,160,5,0.86320417,-1.25075504,0.133322153,-0.38755087,0.884186135,-1.281421344,0.139504496,-0.397235209,0.946082482,-1.082581071,0.0938555,-0.136498589,0.971667432,-1.109055959,0.096449803,-0.137388527,1.37373519,-0.901418508,0.105176228,0.472316682,0.971776926,-0.594948713,0.023621826,0.376828213,130.691229,127.7046618,258.3958908,0.503806613,2.113959209,2.165607479,2.028663554,2.08072339,2.275153698,1.56672564,7.29884416,6.052295248,7.518256099,6.628183634,10.99727729,9.968245475,9.920391175,9.357581572,0.154639404,0.204243056,0.131770803,0.15952009,28.12118115,32.4793221,60.60050325,45.92859612,6.617502427,-2.39095708,4.226545347,505.6,88.49798708,94.13794212,99.71276026,7.924494472,5.397153993,17.28717843,15.9654896,7.415369761,5.448664787,83.2967718,79.60322519,99.99998843,6.941652804,1571.050758,1520.123809,14.54387981,15.00050617,16.53624677,16.53659072,
505.6,161,5,0.90096637,-1.265435043,0.143620843,-0.364468673,0.896811576,-1.269180453,0.136622643,-0.372368877,0.964447316,-1.163402928,0.137718371,-0.198955612,0.951250975,-1.17079382,0.134786726,-0.219542846,1.260402866,-0.987987089,0.112020278,0.272415777,0.739976539,-0.633555244,0.044242157,0.106421295,132.3687163,128.1763261,260.5450424,0.506015945,2.166401413,2.16599203,2.127850244,2.122044795,2.248389955,1.373531784,7.4134331,6.165334406,7.415265421,6.807711906,11.12312231,10.12847209,9.77634685,9.574677711,0.151566067,0.199891089,0.133577605,0.155101578,27.61382177,31.89979894,59.51362071,45.90931037,6.110143047,-2.970480238,3.13966281,508.8,88.09532414,92.34899414,99.99883474,8.083399357,5.439739384,17.23573813,15.99237168,7.471861984,5.464909317,81.69262437,78.4541982,100.0001247,7.061699755,1613.792906,1458.650277,14.70648704,15.23681712,16.57058502,16.57057109,
508.8,162,5,0.969390756,-1.277464885,0.185180436,-0.308074129,0.917888086,-1.237744215,0.158138737,-0.319856129,1.082107493,-1.277779476,0.200719739,-0.195671983,1.00076379,-1.2509817,0.1877311,-0.25021791,1.287794166,-1.01971958,0.102434536,0.268074586,0.615538578,-0.756678053,0.121981398,-0.141139475,133.3897825,129.3308994,262.7206819,0.505829744,2.246855642,2.155632301,2.35988697,2.251745491,2.307513747,1.372216631,7.846571353,6.323477877,7.248666833,7.077847874,11.71345523,10.38289161,9.611311171,9.958096742,0.142878854,0.194583429,0.137420041,0.149497784,28.08300556,30.30840818,58.39141374,47.61389371,6.579326836,-4.561870997,2.017455839,512,87.45964508,90.42946165,100.3956559,8.16038626,5.460400375,17.1699366,15.98635179,7.530541921,5.485739858,78.74634009,78.22337042,100.0000181,6.858812213,1644.222282,1393.990386,15.04650073,15.70619038,16.43438201,16.43419887,
512,163,5,1.024431666,-1.256483716,0.210306521,-0.23205205,0.967254612,-1.215193372,0.1832541,-0.24793876,1.185112634,-1.295473713,0.21243645,-0.110361079,1.097815851,-1.266383224,0.198654468,-0.168567373,1.427856474,-0.940544254,0.082290821,0.48731222,0.742024512,-0.820318455,0.163470307,-0.078293942,133.2318776,130.1521443,263.3840218,0.504100729,2.280915382,2.182447984,2.480586348,2.364199076,2.368400728,1.562342967,8.07669948,6.316991756,7.236877946,7.133808733,12.01717838,10.39458595,9.648233009,10.09803903,0.138206237,0.195371011,0.138284759,0.149375757,28.99895507,29.55601765,58.55497272,49.04764266,7.495276347,-5.314261529,2.181014818,515.2,87.765103,91.91904901,100.5593343,8.186741464,5.457340384,17.11622009,15.96003945,7.567067318,5.507759075,80.15922935,79.43158675,99.99993582,6.549271843,1580.83882,1423.505151,15.47052461,16.17208167,16.27418662,16.2741764,
515.2,164,6,0.979961221,-1.261934712,0.208038149,-0.28197349,0.95120445,-1.247176546,0.194017683,-0.295972097,1.133208532,-1.243631225,0.170148852,-0.110422693,1.087504863,-1.235718822,0.162886174,-0.148213958,1.425884174,-0.833757285,0.06351149,0.592126889,0.841431586,-0.755534893,0.123367719,0.085896693,132.5528341,129.7448714,262.2977055,0.503587298,2.241895933,2.198380996,2.376839758,2.323223685,2.259641459,1.596966479,7.959723579,6.180704529,7.333840458,6.92947752,11.87203193,10.17496599,9.766038335,9.859243635,0.14045234,0.200172227,0.13621887,0.154475333,29.7923436,30.00230027,59.79464388,49.36318169,8.288664876,-4.867978904,3.420685971,518.4,88.14115654,94.83587225,100.4033914,8.204267407,5.445655369,17.08651963,15.94261161,7.569815733,5.531747422,84.98709341,81.11255557,99.99998428,6.612393898,1486.836506,1587.024252,15.91247645,16.4578266,16.25034973,16.25044556,
518.4,165,6,0.803782757,-1.356480675,0.205870127,-0.552697918,0.773228643,-1.334079021,0.188585462,-0.560850378,0.917092682,-1.259661411,0.137480109,-0.342568729,0.867054709,-1.247740376,0.129782676,-0.380685667,1.09773765,-0.817561047,0.061614213,0.280176603,0.570821397,-0.666024191,0.058946619,-0.095202794,132.2097158,128.2900745,260.4997903,0.505511667,2.160263432,2.107307664,2.176754093,2.114795085,1.915298698,1.236845589,7.834247221,6.145909054,7.313228527,6.780430032,11.76151014,10.09257649,9.691732967,9.632625946,0.14342884,0.201031326,0.135880593,0.157276767,30.06183773,30.40149436,60.46333209,49.26101433,8.558159004,-4.468784819,4.089374184,521.6,87.84408353,94.65623191,100.1577737,8.217919068,5.44621142,17.08155293,15.92960522,7.560123428,5.567472894,86.18955902,82.09027897,100.0000324,7.069277339,1514.501763,1765.679902,16.33950798,16.65447781,16.37467214,16.37468675,
521.6,166,6,0.638356766,-1.470464707,0.217501774,-0.832107942,0.559474878,-1.397159696,0.176631624,-0.837684818,0.725008631,-1.356521364,0.154733067,-0.631512733,0.604736339,-1.306064,0.136165141,-0.701327661,0.676970332,-0.893345945,0.085545717,-0.216375613,0.13552581,-0.642311079,0.025324111,-0.506785269,132.3929166,127.2678869,259.6608035,0.507627449,2.108821473,1.956634573,2.081529996,1.910800339,1.570316277,0.777836889,8.057904882,6.293380969,7.13801931,6.922729907,12.10124805,10.33195112,9.442546273,9.781736386,0.139878388,0.19614278,0.138968937,0.153339211,30.00810947,29.63688699,59.64499646,49.88722258,8.50443074,-5.233392188,3.271038552,524.8,87.6882034,91.71308759,100.0913319,8.220862596,5.462576478,17.0857616,15.89646631,7.572243699,5.621647382,81.08611413,82.25444131,100.0000114,7.339442374,1676.175875,1779.822402,16.7186072,16.98147565,16.5192681,16.51921885,
524.8,167,6,0.676076344,-1.472999587,0.232251424,-0.796923243,0.566350238,-1.371237238,0.178668598,-0.804887,0.762668303,-1.364945256,0.181494648,-0.602276953,0.600526666,-1.290488538,0.155519844,-0.689961873,0.607503008,-0.9607027,0.122525239,-0.353199692,0.083034366,-0.627798377,0.009598645,-0.544764012,132.9344902,128.0553909,260.9898811,0.507232124,2.149075931,1.937587476,2.127613559,1.891015204,1.568205708,0.710832743,8.556945389,6.440844985,7.040314806,7.145272654,12.75351025,10.61428706,9.342974721,10.06100906,0.13080344,0.191912353,0.141397319,0.147990681,30.38177385,28.06732023,58.44909408,51.55689439,8.87809512,-6.802958949,2.075136172,528,88.62737882,90.95238102,100.2043987,8.215802436,5.466064904,17.07413112,15.84741067,7.616634628,5.67877688,76.26159957,82.42618225,99.99998396,7.087419801,1781.298966,1582.603486,17.01591396,17.48567559,16.52559612,16.52558365,
528,168,6,0.904959105,-1.376867264,0.248436373,-0.471908159,0.835929393,-1.317615203,0.215680039,-0.48168581,1.008720042,-1.201940877,0.161858384,-0.193220835,0.907887485,-1.155997863,0.14347418,-0.248110378,0.977063501,-0.954114302,0.138604894,0.022949199,0.50044362,-0.567207341,-0.006147233,-0.06676372,133.9436218,130.1380529,264.0816747,0.505411409,2.281826368,2.153544596,2.210660919,2.063885348,1.931177803,1.067650961,8.835999971,6.437389658,7.190482435,7.139976776,13.11585361,10.6306003,9.585927514,10.055887,0.125802291,0.192347612,0.139359286,0.14804833,30.93905797,27.25430969,58.19336767,52.72130178,9.435379248,-7.615969486,1.819409763,531.2,90.38658927,94.76982213,100.304061,8.200375993,5.435736104,17.05575854,15.81991166,7.66745074,5.702940509,78.19393393,82.99389107,99.99999242,6.797913749,1675.143851,1333.598016,17.27934449,18.02062937,16.32776477,16.32778959,
531.2,169,6,1.1102802,-1.347240002,0.28100775,-0.236959802,1.115484266,-1.360319892,0.282464691,-0.244835626,1.233982996,-1.059802448,0.117767955,0.174180548,1.23943636,-1.066226714,0.114309923,0.173209646,1.367266087,-0.919642495,0.119678105,0.447623592,0.850135214,-0.562050826,0.007885002,0.288084388,135.6365227,131.5683314,267.2048541,0.505917982,2.457520202,2.475804158,2.293785445,2.305663074,2.286908583,1.412186039,8.486819239,6.386134008,7.44139553,6.981888539,12.66190705,10.50311792,9.946278184,9.875853772,0.132473696,0.193309513,0.134994121,0.151942401,30.22770539,28.28913595,58.51684134,51.27448348,8.724026663,-6.581143227,2.142883436,534.4,91.68696817,99.5853863,100.3204647,8.1707969,5.426438941,17.07967941,15.8345762,7.693913505,5.675321746,83.27952492,83.2398734,100.0000077,6.986628718,1457.009978,1249.161983,17.65349349,18.50371158,16.07743155,16.07744056,
534.4,170,6,1.156470014,-1.472425753,0.331405117,-0.315955739,1.182576988,-1.505293693,0.341155962,-0.322716705,1.285273556,-1.139611663,0.113299134,0.145661893,1.318732853,-1.162462112,0.114832015,0.156270742,1.376851396,-0.944589853,0.102881423,0.432261543,0.727836403,-0.718644589,0.075278611,0.009191814,137.5956809,131.3265353,268.9222162,0.509764366,2.628895767,2.687870681,2.42488522,2.481194965,2.321441249,1.446480993,7.724679776,6.430620349,7.508040164,6.916925485,11.60379721,10.51592932,10.03666475,9.850287348,0.146173211,0.190859066,0.133564592,0.154265622,28.28855648,30.36385711,58.65241359,47.93987668,6.784877758,-4.506422073,2.278455685,537.6,91.49513397,100.6461183,100.3388671,8.142562,5.543524843,17.15030072,15.86188663,7.698709374,5.640558548,84.19491874,82.53992452,100.0000047,7.289347426,1353.932843,1363.657276,18.16512041,18.9660461,16.04894148,16.04892924,
537.6,171,6,1.147861596,-1.633659128,0.375387099,-0.485797532,1.114307672,-1.611823164,0.357601934,-0.497515492,1.264159081,-1.323871314,0.149691726,-0.059712233,1.212689864,-1.310651203,0.14098237,-0.097961339,1.15419672,-1.031167064,0.127322846,0.123029656,0.43411327,-0.90597086,0.148450855,-0.47185759,138.6766581,130.3516096,269.0282677,0.513314096,2.781520724,2.726130836,2.588030395,2.523341068,2.185363784,1.34008413,7.26282648,6.473168826,7.322950766,6.917852439,10.87983924,10.57831522,9.773255738,9.888456166,0.153675286,0.189291719,0.136673511,0.154955967,27.68056587,31.4768262,59.15739207,46.44981836,6.176887142,-3.393452975,2.783434167,540.8,90.46147937,98.16129519,100.3609196,8.130790312,5.810204236,17.17766869,15.86116071,7.706467495,5.689663071,82.58413774,81.66118321,99.99999636,7.121946446,1423.042777,1497.30732,18.59128043,19.33013791,16.28248603,16.28248003,
540.8,172,6,1.244156761,-1.659881991,0.392779776,-0.41572523,1.131299999,-1.568124648,0.340263247,-0.436824649,1.355427008,-1.363038818,0.177116179,-0.00761181,1.194001499,-1.30217788,0.154268447,-0.108176382,1.184587742,-1.077674523,0.164243365,0.106913219,0.520708491,-0.865442247,0.150251305,-0.344733756,138.128651,130.1629589,268.2916098,0.512658929,2.904038752,2.699424647,2.718465827,2.496179379,2.262262265,1.386150738,7.528683882,6.3222232,7.092100688,6.822337721,11.15226638,10.36253768,9.447483583,9.730976891,0.147929272,0.194664998,0.140813257,0.156960781,29.94411933,30.70715866,60.65127799,48.80965832,8.440440603,-4.163120519,4.277320084,544,90.58071662,96.35077707,100.2933451,8.113176008,6.107811156,17.08182932,15.83876236,7.717975654,5.861378887,85.80814682,81.95711083,99.99999714,6.798359344,1510.505698,1500.718462,18.76650193,19.44994234,16.49911751,16.49912335,
544,173,6,1.404253901,-1.549772253,0.393390956,-0.145518352,1.262878141,-1.436465975,0.329339654,-0.173587834,1.533450965,-1.27734675,0.189704708,0.256104215,1.333811642,-1.200757429,0.161518035,0.133054213,1.557160309,-1.01435967,0.153993937,0.542800639,0.961506524,-0.589265602,0.076619219,0.372240923,136.7481477,131.1144071,267.8625548,0.508612194,2.954026155,2.699344117,2.810797715,2.534569072,2.57151998,1.550772126,8.188745802,6.049360003,7.022524797,6.706610202,12.0263895,9.922900581,9.345288315,9.526265106,0.135570379,0.203644631,0.142086011,0.158967871,32.87704866,29.10835872,61.98540738,52.42871735,11.37336993,-5.761920459,5.611449475,547.2,92.49057363,97.1174523,100.1683879,8.052238764,6.295080844,16.91568539,15.83367568,7.704971931,6.078782873,92.96263996,83.55338209,100.0000016,7.017595486,1496.13261,1433.296863,18.89862214,19.46024243,16.51606372,16.51606756,
547.2,174,6,1.422181675,-1.480064803,0.400154668,-0.057883127,1.307999096,-1.393388735,0.348220797,-0.08538964,1.55973051,-1.291268086,0.21718238,0.268462424,1.397876776,-1.230943843,0.193262236,0.166932933,1.747586738,-0.935862285,0.110487808,0.811724453,1.140459163,-0.397074434,0.011560875,0.743384729,136.258712,132.0614642,268.3201762,0.506140611,2.902246478,2.701387831,2.850998596,2.628820618,2.683449023,1.537533596,8.636459768,5.955432334,7.107351805,6.757020825,12.6603764,9.741703734,9.445720573,9.586330446,0.127548057,0.206235509,0.140298449,0.157559796,33.52994984,28.05101563,61.58096547,53.88155301,12.02627112,-6.819263553,5.207007565,550.4,94.04722099,97.70695716,100.1205119,7.955181275,6.348047035,16.8076302,15.85292321,7.656236596,6.223055337,94.26546483,85.27012802,100.0000017,7.599021919,1434.262176,1424.143257,19.29561175,19.7456815,16.49602783,16.49602523,
550.4,175,7,1.209993529,-1.58318749,0.417507896,-0.373193961,1.132053601,-1.525339251,0.380092948,-0.393285649,1.315982814,-1.436385672,0.237561602,-0.120402858,1.202972886,-1.39455655,0.219462202,-0.191583664,1.337330207,-1.007917006,0.11203503,0.329413201,0.70832068,-0.528221696,0.02095484,0.180098984,137.2145281,131.7517406,268.9662686,0.508328213,2.793181019,2.657392852,2.752368485,2.597529436,2.345247213,1.236542376,8.700935234,6.154541543,7.200633381,6.911152772,12.80382266,10.05113622,9.545940285,9.810652827,0.126741234,0.199500278,0.138119578,0.154085999,32.2856274,27.6563689,59.94199631,53.3666633,10.78194868,-7.213910274,3.568038401,553.6,93.04162957,95.45175826,100.145649,7.874327079,6.342418762,16.80200538,15.86143402,7.601069642,6.254585291,85.47800403,86.30554582,99.99999929,7.707231722,1426.770367,1476.44453,19.90913833,20.4096633,16.60246759,16.60246514,
553.6,176,7,0.94968623,-1.753335876,0.430273536,-0.803649646,0.886037149,-1.701208047,0.397233841,-0.815170898,1.031546839,-1.499061397,0.19607007,-0.467514558,0.937118315,-1.46206271,0.180283972,-0.524944396,0.708948057,-1.211077322,0.171816704,-0.502129265,0.133016801,-0.814200256,0.071467068,-0.681183455,138.1888689,130.7007011,268.88957,0.511805175,2.703022107,2.587245196,2.530608236,2.399181025,1.920025379,0.947217057,8.555888109,6.40896999,7.225635883,6.965615829,12.67376254,10.48192037,9.561649426,9.888511706,0.129740878,0.191575536,0.137361441,0.152822523,31.30364307,27.64473917,58.94838224,52.71763673,9.799964344,-7.225540012,2.574424332,556.8,90.67565028,92.19981536,100.1273997,7.843158232,6.340929037,16.82932337,15.83905083,7.57421916,6.228313609,75.58129346,87.04071566,99.99999905,7.131341991,1480.963866,1517.494201,20.46514446,21.08443461,16.66573782,16.66573871,
556.8,177,7,0.893050407,-1.766089934,0.426894223,-0.873039527,0.836790559,-1.717402104,0.396741581,-0.880611545,1.02419632,-1.365157324,0.109901885,-0.340961004,0.940048334,-1.333060615,0.095958159,-0.393012282,0.61378507,-1.320615964,0.208692715,-0.706830895,0.116913466,-0.917818604,0.089382373,-0.800905137,137.7357317,130.7540899,268.4898216,0.510925128,2.65914034,2.554192663,2.389353644,2.273108949,1.934401034,1.03473207,8.224874116,6.452050932,7.243839689,6.953567769,12.24824893,10.56763651,9.590381676,9.887118205,0.135892979,0.190531302,0.137101975,0.153340866,30.32228695,28.62339546,58.9456824,51.08917638,8.818608222,-6.246883722,2.5717245,560,90.37321646,91.87565037,100.0715197,7.844514869,6.347535607,16.82452541,15.81294946,7.577171265,6.211499066,76.29837093,87.84652654,100.0000003,6.561379513,1533.281452,1532.286326,20.91150473,21.43211628,16.44686077,16.44686244,
560,178,7,1.04769465,-1.598475861,0.408906802,-0.550781211,1.014291324,-1.573691543,0.390554665,-0.559400219,1.252495914,-1.18991783,0.062525011,0.062578084,1.20106752,-1.176827872,0.053792475,0.024239648,1.103485197,-1.229637737,0.182025752,-0.12615254,0.606436479,-0.779908295,0.066490881,-0.173471816,136.6007061,132.0574257,268.6581318,0.506742804,2.646170511,2.587982868,2.442413744,2.377895392,2.333122934,1.386344774,7.706419645,6.292144669,7.320836879,7.072837303,11.5131342,10.30040472,9.705299773,10.08504134,0.145477963,0.195507412,0.13584727,0.151208855,27.6614179,30.93541598,58.59683388,46.8550463,6.157739173,-3.934863194,2.222875979,563.2,92.81196074,94.59869665,100.0705358,7.848588024,6.347730299,16.80623734,15.81915691,7.58685818,6.223290564,86.85854327,88.08055117,100.0000005,6.637809532,1537.659321,1538.243296,21.37418265,21.54270377,16.08030762,16.08030783,
563.2,179,7,1.177909528,-1.470894256,0.381216132,-0.292984728,1.167657761,-1.471184912,0.374812212,-0.303527151,1.359655813,-1.169557082,0.085958469,0.190098731,1.341320191,-1.174592022,0.08206643,0.166728168,1.426501346,-1.111363089,0.155531741,0.315138257,0.831629993,-0.628820108,0.056933155,0.202809885,136.8076891,132.2454766,269.0531658,0.506783107,2.648803784,2.638842673,2.529212895,2.515912213,2.537864435,1.460450101,7.382727177,6.12627054,7.397205212,7.258896312,11.06410577,10.02308977,9.813206368,10.32913026,0.151984808,0.200487049,0.13449252,0.146939316,24.86190143,32.86967377,57.7315752,42.80752746,3.358222704,-2.000605405,1.357617298,566.4,94.50512559,95.98050067,100.0975412,7.850205457,6.34465915,16.82765081,15.85196707,7.588445641,6.243363325,94.68733402,87.19042633,99.9999999,7.200683688,1508.482545,1518.120767,21.77765208,21.67599202,15.96343333,15.96343202,
566.4,180,7,1.132586538,-1.518527644,0.351370928,-0.385941106,1.113682837,-1.51101375,0.34086219,-0.397330914,1.195362006,-1.302102648,0.130967027,-0.106740642,1.165092221,-1.299662926,0.124825956,-0.134570704,1.133675773,-1.136014572,0.177202981,-0.002338799,0.416127603,-0.622150614,0.082914173,-0.206023011,138.6459183,130.2319622,268.8778805,0.513380683,2.651114182,2.624696587,2.497464655,2.464755147,2.269690345,1.038278217,7.641923961,6.110527058,7.369190185,7.200794561,11.47073529,10.0150984,9.793616111,10.16916073,0.147962635,0.201159268,0.13526215,0.147275678,25.7914291,32.18862107,57.98005017,44.03649201,4.287750375,-2.681658104,1.60609227,569.6,92.99711685,93.39475135,100.0598572,7.854996831,6.349906101,16.89498821,15.87280734,7.585777493,6.248620119,92.14225511,86.09049367,99.99999971,7.562899045,1505.878882,1469.130869,21.92983378,21.91002541,16.21363403,16.21363271,
569.6,181,7,1.020509612,-1.618643006,0.337907788,-0.598133394,0.967369861,-1.578544982,0.310887337,-0.611175121,0.997731366,-1.449120534,0.161491029,-0.451389168,0.919200398,-1.420572323,0.147835738,-0.501371925,0.69027275,-1.22484035,0.195467483,-0.5345676,-0.095818232,-0.700537429,0.101332232,-0.796355661,140.0732122,128.6295106,268.7027228,0.518561284,2.639152618,2.545914843,2.4468519,2.339772721,1.9151131,0.604719196,8.155868386,6.248078279,7.262415889,6.85884432,12.20671418,10.26967906,9.696594345,9.653402587,0.138376743,0.197405622,0.137914029,0.154572128,30.26450274,29.58286563,59.84736837,49.83487167,8.760824012,-5.287413545,3.473410467,572.8,90.80793066,90.18027623,99.97317292,7.85686597,6.362484703,16.95877567,15.86274622,7.586000906,6.237860914,85.47238421,86.22652631,100,7.344827444,1563.996318,1446.954649,21.9606515,22.23090839,16.49756755,16.49756877,
572.8,182,7,1.001317947,-1.626249248,0.356673905,-0.6249313,0.932453368,-1.572852803,0.322510117,-0.640399435,0.969120595,-1.52026423,0.196985479,-0.551143635,0.86816331,-1.481404101,0.180254289,-0.61324079,0.679444396,-1.219411392,0.15418916,-0.539966996,-0.094387811,-0.770628277,0.079127661,-0.865016087,139.6298867,130.0549359,269.6848226,0.515369504,2.627567195,2.50530617,2.489384826,2.349567411,1.898855788,0.676240466,8.227707918,6.377069402,7.217461139,6.593390243,12.24940603,10.49296827,9.679453164,9.360484674,0.135838439,0.193727294,0.139368072,0.161704714,33.22848991,28.26219905,61.49068895,53.40522064,11.72481118,-6.608080133,5.116731047,576,91.29409079,90.81211289,99.92037235,7.850896482,6.370543057,16.97048602,15.83963973,7.58761733,6.2312033,83.722844,87.70052928,100.0000002,6.862090582,1626.242327,1483.649331,22.23809208,22.68297009,16.46449458,16.46449755,
576,183,7,1.080158778,-1.573802118,0.395640644,-0.49364334,1.036417566,-1.545347635,0.373946464,-0.508930069,1.025656928,-1.50947545,0.244341336,-0.483818522,0.959689284,-1.490739166,0.233336746,-0.531049882,1.003995648,-1.1118231,0.087187137,-0.107827452,0.286306574,-0.817685643,0.051919345,-0.531379069,138.4505512,133.0831756,271.5337268,0.508191924,2.653960896,2.581765202,2.535132379,2.45042845,2.115818748,1.103992217,7.898580323,6.31119849,7.297337236,6.632351277,11.72153993,10.37639178,9.780878797,9.51794021,0.140897387,0.195750571,0.137786866,0.162159806,32.17001395,29.32801806,61.49803201,51.73912038,10.66633522,-5.542261117,5.124074104,579.2,93.46121957,94.48195696,99.94804916,7.849677299,6.368850069,16.92922942,15.82074273,7.587820027,6.246900092,87.36845186,89.3100842,100,6.651471921,1600.792076,1512.49744,22.77403823,23.21471261,16.12133839,16.12133718,
579.2,184,7,1.199891442,-1.542898703,0.426266966,-0.34300726,1.192093284,-1.547581199,0.421846417,-0.355487916,1.100612932,-1.430019971,0.260819263,-0.329407038,1.084561793,-1.437445483,0.257515113,-0.35288369,1.274041733,-0.999468642,0.062424455,0.274573091,0.591701043,-0.821742999,0.067177555,-0.230041955,138.4695491,134.5521877,273.0217368,0.505724564,2.742790145,2.739674483,2.530632903,2.522007276,2.273510375,1.413444042,7.948308457,6.096324062,7.404527276,6.772140013,11.79754741,10.01865463,9.875412017,9.711233821,0.140393361,0.202406501,0.135078407,0.158769867,30.65806158,30.11113348,60.76919506,49.90054214,9.154382859,-4.7591457,4.395237159,582.4,94.53321447,97.08045084,100.0771492,7.864352272,6.36321021,16.87107128,15.79918346,7.593654219,6.279308337,92.7253462,89.92882228,99.99999992,6.857055743,1492.623695,1457.69941,23.12099352,23.59636567,15.73546763,15.73546172,
